Total Sheets: 44

--- SHEET: 5020 -2 HOJAS (Path: xl/worksheets/sheet1.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2:  VENTANERIA 5020  DOS HOJAS |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             100 |     CENTIMETROS |                 |                 |                
Row 12:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 13:                 | PERIMETRAL MARCO VERTICAL |            3596 |             200 |                 |               2 |                 |             [ ]
Row 14:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 15:                 | DIVISOR VERTICAL |            3604 | 144.69999999999999 |                 |               2 |              90 |             [ ]

--- SHEET: PUERTA CORREDIZA KALIMA OX (Path: xl/worksheets/sheet40.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2: PUERTA CORREDIZA KALIMA 2 HOJAS |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             220 |     CENTIMETROS |                 |                 |                
Row 4:           ANCHO |                 |                 |             200 |     CENTIMETROS |                 |                 |                
Row 5:        CANTIDAD |                 |                 |               1 |                 |                 |                 |                
Row 6:   REF. ALUMINIO |                 |          KALIMA |                 |                 |                 |                 |                
Row 7:     REF. VIDRIO |                 | 6,8,10 ... 27 MM |                 |                 |                 |                 |                
Row 8:     DESCRIPCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |    CORTE GRADOS
Row 9:                 |                 |                 |                 |                 |                 |                 |                
Row 10:           MARCO |     ANCHO MARCO |            3705 |             200 |                 |                 |               2 |              45
Row 11:                 |    ALTURA MARCO |            3705 |             220 |                 |                 |               2 |              45
Row 12:                 |                 |                 |                 |                 |                 |                 |                
Row 13:           HOJAS |      ANCHO NAVE |            3707 |            99.3 |                 |                 |               4 |              45
Row 14:                 | ALTURA NAVE CERRADURA |            3707 |           214.6 |                 |                 |               2 |              45
Row 15:                 | ALTURA NAVE ENTRECIERRE |            3708 |           214.6 |                 |                 |               2 |              45

--- SHEET: PUERTA CORREDIZA KIMBAYA OX (Path: xl/worksheets/sheet41.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2: PUERTA CORREDIZA KIMBAYA 2 HOJAS |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             220 |     CENTIMETROS |                 |                 |                
Row 4:           ANCHO |                 |                 |             200 |     CENTIMETROS |                 |                 |                
Row 5:        CANTIDAD |                 |                 |               1 |                 |                 |                 |                
Row 6:   REF. ALUMINIO |                 |          KALIMA |                 |                 |                 |                 |                
Row 7:     REF. VIDRIO |                 | 6,8,10 ... 27 MM |                 |                 |                 |                 |                
Row 8:     DESCRIPCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |    CORTE GRADOS
Row 9:                 |                 |                 |                 |                 |                 |                 |                
Row 10:           MARCO |     ANCHO MARCO |            3705 |             200 |                 |                 |               2 |              45
Row 11:                 |    ALTURA MARCO |            3705 |             220 |                 |                 |               2 |              45
Row 12:                 |                 |                 |                 |                 |                 |                 |                
Row 13:           HOJAS |      ANCHO NAVE |            3707 |            99.3 |                 |                 |               4 |              45
Row 14:                 | ALTURA NAVE CERRADURA |            3707 |           214.6 |                 |                 |               2 |              45
Row 15:                 | ALTURA NAVE ENTRECIERRE |            3708 |           214.6 |                 |                 |               2 |              45

--- SHEET: PUERTA BATIENTE KONCEPT SERIE 4 (Path: xl/worksheets/sheet42.xml) ---
Row 1:                                          VITTEMP |                 |                 |                 |                 |                 |                 |             [ ]
Row 2:  PUERTA BATIENTE KONCEPT SERIE 40 DISEÑO X |                 |                 |                 |                 |                 |                 |             [ ]
Row 3:          ALTURA |                 |             200 |     CENTIMETROS |                 |                 |                 |                
Row 4:           ANCHO |                 |              90 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 5:        CANTIDAD |                 |               1 |        UNIDADES |                 |                 |                 |             [ ]
Row 6:    REF.ALUMINIO |                 | KONCEPT SERIE 40 |                 |                 |                 |                 |             [ ]
Row 7:     REF. VIDRIO |                 |            6 MM |                 |                 |                 |                 |             [ ]
Row 8:     DESCRIPCION |                 |            REF. | MEDIDA  CENTIMETROS |                 |       CANT UND. |    CORTE GRADOS |             [ ]
Row 9:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 10:           MARCO | MARCO HORIZONTAL |              58 |              90 |                 |               1 |              45 |             [ ]
Row 11:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 12:                 |  MARCO VERTICAL |              58 |             200 |                 |               2 |                 |             [ ]
Row 13:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 14:       HOJA NAVE | NAVE HORIZONTAL |            1867 |            82.4 |                 |               2 |                 |             [ ]
Row 15:                 |   NAVE VERTICAL |            1867 |           195.8 |                 |               2 |                 |             [ ]

--- SHEET:  PUERTA BATIENTE KONCEPT DISEÑO (Path: xl/worksheets/sheet43.xml) ---
Row 1:                                          VITTEMP |                 |                 |                 |                 |                 |                 |             [ ]
Row 2:  PUERTA BATIENTE KONCEPT SERIE 40 DISEÑO OX |                 |                 |                 |                 |                 |                 |             [ ]
Row 3:          ALTURA |                 |             200 |     CENTIMETROS |                 |                 |                 |                
Row 4:           ANCHO |                 |             100 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 5:                 |    (ancho nave) |              50 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 6:        CANTIDAD |                 |               1 |        UNIDADES |                 |                 |                 |             [ ]
Row 7:    REF.ALUMINIO |                 | KONCEPT SERIE 40 |                 |                 |                 |                 |             [ ]
Row 8:     REF. VIDRIO |                 |            6 MM |                 |                 |                 |                 |             [ ]
Row 9:     DESCRIPCION |                 |            REF. | MEDIDA  CENTIMETROS |                 |       CANT UND. |    CORTE GRADOS |             [ ]
Row 10:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 11:           MARCO | MARCO HORIZONTAL MOVIL |           OOO58 |            49.8 |                 |               1 |              45 |             [ ]
Row 12:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 13:                 | MARCO VERTICAL MOVIL |           OOO58 |             200 |                 |               2 |                 |             [ ]
Row 14:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 15:       HOJA NAVE | NAVE HORIZONTAL |            1867 |            42.2 |                 |               2 |                 |             [ ]

--- SHEET: REFERENCIAS DE PERFILES (Path: xl/worksheets/sheet44.xml) ---
Row 1:   VENTANA  5020 |                 |                 |                 |                 | VENTANERIA 5020 CURVA |                 |                
Row 2:             REF |    DESCRICCION  |   PRECIO METROS |    PRECIO TRAMO |             [ ] |             REF |     DESCRIPCION |       PRECIO MT
Row 3:        ALNA.144 |         CABEZAL |            6320 |           31600 |             [ ] |                 |         CABEZAL |            6320
Row 4:       ALNA. 194 |          SILLAR |            6860 |           34300 |             [ ] |                 |         SILLAR  |            6860
Row 5:       ALNB. 193 |           JAMBA |            6260 |           31300 |             [ ] |                 |           JAMBA |            6960
Row 6:       ALNB. 147 |        ENGANCHE |            5460 |           27300 |             [ ] |                 |        ENGANCHE |            6400
Row 7:       ALNA. 192 |        TRASLAPE |            4060 |           20300 |             [ ] |                 |        TRASLAPE |            7700
Row 8:       ALNA. 349 |      HORIZONTAL |            6360 |           31800 |             [ ] |                 |     HORIZONTAL  |            6360
Row 9:        ALN. 581 |  SILLAR ALFAJIA |           10860 |           54300 |             [ ] |                 |       ADAPTADOR |            3380
Row 10:                 |        RETICULA |                 |                 |             [ ] |             [ ] |             [ ] |             [ ]
Row 11:  (Empty)
Row 12:    VENTANAS 744 |                 |                 |                 |                 |                 | PRECIO VENTANERIA 5020 PLUS |                
Row 13:            REF  |     DESCRICCION |    PRECIO METRO |    PRECIO TRAMO |             [ ] |                 |        CABEZAL  |                
Row 14:       ALN - 392 |         CABEZAL |            6940 |           34700 |             [ ] |                 |          SILLAR |                
Row 15:       ALN - 387 |          SILLAR |            8220 |           41100 |             [ ] |                 |           JAMBA |                
